"대여소
번호",보관소(대여소)명,소재지(위치),,,,"설치
시기",설치형태,,"운영
방식"
02007,유한양행앞,동작구,서울특별시 동작구 노량진로 74,37.51293945,126.9342423,2017-05-12,20,,LCD
02008,노량진근린공원 대방공원,동작구,서울특별시 동작구 여의대방로44길 20,37.5093689,126.9280701,2017-05-12,10,,LCD
02009,보라매역 8번출구,동작구,서울특별시 동작구 상도로 지하 2,37.50007629,126.9210815,2017-05-26,10,,LCD
02012,대림사거리(동작상떼빌아파트),동작구,서울특별시 동작구 시흥대로 634,37.48836136,126.9062271,2017-05-26,10,,LCD
02013,장승배기역 5번출구,동작구,서울특별시 동작구 상도로 지하 188,37.50585175,126.9393616,2017-05-12,30,,LCD
02015,신대방삼거리역 6번출구쪽,동작구,서울특별시 동작구 상도로 지하 76,37.49985504,126.9295654,2017-05-26,20,,LCD
02016,신대방삼거리역 3번출구쪽,동작구,서울특별시 동작구 상도로 지하 76,37.49964523,126.9270935,2017-05-12,10,,LCD
02020,장승배기역2번출구뒷편쪽,동작구,서울특별시 동작구 상도로 지하 188,37.50449753,126.9389877,2017-05-12,10,,LCD
02024,상도역 1번출구,동작구,서울특별시 동작구 상도로 지하 272,37.50217819,126.948204,2017-05-12,10,,LCD
02025,흑석역 1번출구,동작구,서울특별시 동작구 현충로 지하 90,37.50938034,126.9636154,2017-05-12,20,,LCD
02026,흑석역 4번출구,동작구,서울특별시 동작구 현충로 지하 90,37.50858688,126.9634934,2017-07-05,10,,LCD
02027,중앙대학교 정문 1,동작구,서울특별시 동작구 흑석로 47,37.50704193,126.9591522,2017-05-12,15,,LCD
02032,이수역 11번출구쪽,동작구,서울특별시 동작구 사당로 지하 310,37.48550797,126.9816208,2017-06-27,10,,LCD
02033,사당동 아르테스 웨딩앞,동작구,서울특별시 동작구 동작대로 지하 3,37.48149109,126.9815826,2017-05-26,10,,LCD
02034,사당역 7번출구쪽,동작구,서울특별시 동작구 동작대로 지하 3,37.47689056,126.9805756,2017-06-27,20,,LCD
02036,정금마을 마을버스정류장,동작구,서울특별시 서초구 동작대로 198,37.4947052,126.9823914,2017-05-12,12,,LCD
02037,동작역 5번출구 동작주차공원,동작구,서울특별시 동작구 현충로 지하 220,37.50318909,126.97715,2017-05-12,20,,LCD
02038,동작역 7번출구,동작구,서울특별시 동작구 현충로 지하 220,37.50318146,126.9760895,2017-05-12,10,,LCD
02040,비계 버스정류소,동작구,서울특별시 동작구 현충로 151,37.5063591,126.9690781,2017-05-12,10,,LCD
02041,사당중학교 버스정류소,동작구,서울특별시 동작구 사당로 169,37.48683548,126.9680481,2017-05-26,10,,LCD
02048,삼일초등학교 인근,동작구,서울특별시 동작구 사당로23나길 27,37.48907852,126.9735642,2017-05-26,10,,LCD
02050,노량진역 5번출구,동작구,서울특별시 동작구 노량진로 지하 130,37.51324844,126.9399719,2017-05-12,10,,LCD
02054,삼익아파트,동작구,서울특별시 동작구 만양로 84,37.51054764,126.9448471,2017-05-12,10,,LCD
02056,동작구민 체육센터,동작구,서울특별시 동작구 여의대방로16길 53,37.49449921,126.9165268,2017-05-26,10,,LCD
02057,상도 아이파크 아파트,동작구,서울특별시 동작구 장승배기로 26,37.5008812,126.9417496,2017-05-12,10,,LCD
02058,동작경찰서,동작구,서울특별시 동작구 노량진동 113-7 ,37.5135231,126.9435272,2017-11-01,14,,LCD
02059,보라매공원 정문,동작구,서울특별시 동작구 신대방동 395 ,37.49707794,126.9177933,2017-11-01,10,,LCD
02060,남성역3번출구 뒤,동작구,서울특별시 동작구 사당동 1131 ,37.48463058,126.97155,2017-11-01,10,,LCD
02061,한강 현대아파트 건너편,동작구,동작구 흑석동 27-83 ,37.50592804,126.9692307,2018-07-04,10,,LCD
02062,사당새마을금고,동작구,서울특별시 사당동 211-2 ,37.48665237,126.9678421,2017-11-01,10,,LCD
02064,흑석한강푸르지오 106동앞,동작구,서울특별시 동작구 흑석한강로 27,37.50535583,126.9661789,2017-12-22,10,,LCD
02065,서울시여성가족재단,동작구,서울특별시 동작구 여의대방로54길 18,37.51198959,126.9270859,2017-12-22,10,,LCD
02066,양문교회 앞,동작구,동작구 신대방동 607-8,37.48939896,126.9071121,2018-10-02,10,,LCD
02067,보라매역?동작세무서 버스정류장(강남중학교방면),동작구,서울특별시 동작구 여의대방로122,37.49766922,126.9198685,2018-10-11,10,,LCD
02068,총신대 앞(육교),동작구,동작구  사당동 1112,37.48815918,126.9664764,2018-10-11,8,,LCD
02069,숭실대 입구역3번 출구 앞,동작구,동작구  상도동 514,37.4966011,126.953682,2018-10-30,7,,LCD
02070,노량진역 2번 출구 앞,동작구,동작구  노량진동 67-3,37.51391983,126.9430695,2018-10-12,12,,LCD
02071,대림아파트 후문 상가 옆,동작구,동작구 사당로23길 137,37.48886871,126.9719086,2019-03-26,10,,LCD
02076,노들나루공원 입구,동작구, 동작구 본동 258-49,37.51357651,126.9555512,2020-04-24,,18,QR
02077,노들역 3번출구,동작구, 동작구 노량진로 250-1,37.51193619,126.9541626,2020-04-23,,10,QR
02078,흑석 아크로리버하임(103동),동작구, 동작구 흑석동 143-57,37.51083755,126.9616318,2020-04-22,,13,QR
02079,중앙대학교 정문,동작구, 동작구 흑석동 221-1,37.50667191,126.9577789,2020-04-22,,25,QR
02080,대방지하보도(대방동경남아너스빌아파트),동작구, 동작구 대방동 341-15,37.51213455,126.9254379,2020-04-23,,15,QR
02082,7호선 이수역7번출구,동작구, 동작구 동작대로 89,37.4846077,126.9817963,2020-04-26,,10,QR
02083,흑석롯데캐슬에듀포레(107동),동작구, 동작구 흑석동 86-212,37.50470352,126.9607315,2020-04-22,,10,QR
02084,e편한세상 상도노빌리티 앞,동작구, 동작구 상도동 26-77,37.50456238,126.946785,2020-04-24,,25,QR
02085,강남중학교 앞,동작구, 동작구 대방동 466-45,37.50274277,126.9215775,2020-04-23,,20,QR
02086,삼일수영장 앞,동작구, 동작구 사당로27길 103,37.48712158,126.9743576,2020-04-26,,22,QR
02088,상도중앙하이츠빌 입구,동작구, 동작구 상도동 159-186,37.50024796,126.9497299,2020-04-24,,10,QR
02089,사당역10번출구(금강빌딩),동작구, 동작구 동작대로 29,37.4791069,126.9815064,2020-04-26,,10,QR
02090,기아자동차 사당점 앞,동작구, 동작구 사당로 272,37.48377991,126.9779205,2020-04-26,,15,QR
02091,이수역9번출구,동작구, 동작구 사당동 147-141,37.48470306,126.9805908,2020-04-26,,15,QR
02092,흑석한강푸르지오(110동),동작구, 동작구 흑석동 336-7,37.50311279,126.9647141,2020-04-24,,10,QR
02093,상도SH빌아파트 입구,동작구, 동작구 상도로53길 70,37.50321198,126.9545975,2020-05-12,,8,QR
02094,숭실대학교(중문) ,동작구, 동작구 상도동 512-10,37.49550629,126.9563751,2020-04-24,,20,QR
02095,경문고등학교 앞,동작구, 동작구 동작동 산1-13,37.49150085,126.9824066,2020-04-24,,10,QR
02096,서울특별시 동작관악교육지원청,동작구,동작구 상도2동175-1,37.50251389,126.9406509,2020-04-30,,8,QR
02102,봉림교 교통섬,관악구,서울특별시 관악구 관천로 52,37.48408508,126.9268875,2017-05-12,20,,LCD
02103,신림동 우방아파트,관악구,서울특별시 관악구 관천로27길 2,37.4891777,126.9192734,2017-05-12,10,,LCD
02104,사당역 5번출구,관악구,서울특별시 동작구 남부순환로 지하 2089,37.47608948,126.9813309,2017-05-26,13,,LCD
02105,미성동 신림체육센터,관악구,서울특별시 관악구 난곡로 295,37.48025131,126.9146042,2017-05-12,12,,LCD
02106,세이브마트,관악구,서울특별시 관악구 난곡로 210,37.47372818,126.9184036,2017-05-12,12,,LCD
02107,도림천 신화교,관악구,서울특별시 관악구 신림로 40,37.4754715,126.9364548,2017-05-26,25,,LCD
02108,은천치안센터,관악구,서울특별시 관악구 봉천로 375,37.48334122,126.9431992,2021-11-02,,20,QR
02109,은천로입구 가로공원,관악구,서울특별시 양천구 가로공원로 지하 133,37.48622513,126.9358292,2017-06-22,22,,LCD
02110,조원동 미성아파트,관악구,서울특별시 관악구 시흥대로 560,37.48319244,126.9020309,2017-08-21,9,,LCD
02111,서울대입구역 1번출구,관악구,서울특별시 관악구 남부순환로 1830,37.48086929,126.9533157,2017-08-24,,10,QR
02112,서울대입구역 마에스트로,관악구,서울특별시 관악구 남부순환로 지하 1822,37.4813385,126.9506455,2017-05-26,15,,LCD
02113,관악동작견인차량보관소,관악구,서울특별시 관악구 신사로 7,37.4846611,126.9039002,2017-07-11,20,,LCD
02115,관악구시설관리공단,관악구,서울특별시 관악구 남부순환로 1369,37.47991562,126.9028397,2017-06-22,20,,LCD
02116,에이스에이존빌딩,관악구,서울특별시 관악구 남부순환로 지하 1822,37.48170471,126.9508286,2017-05-26,9,,LCD
02119,중앙동 동진빌딩,관악구,서울특별시 관악구 관악로 217,37.48425674,126.9546967,2017-06-22,,10,QR
02122,낙성대로 입구,관악구,서울특별시 관악구 남부순환로 1889,37.47805786,126.960495,2017-05-26,20,,LCD
02127,난곡종점,관악구,서울특별시 관악구 난곡로 99,37.46488571,126.9194794,2017-05-12,10,,LCD
02128,관악구청교차로,관악구,서울특별시 관악구 관악로 153,37.47916412,126.9525833,2021-11-12,,12,QR
02129,낙성대 과학전시관,관악구,서울특별시 관악구 낙성대로 101,37.46905518,126.9581451,2017-05-26,10,,LCD
02130,영어마을 관악캠프,관악구,서울특별시 관악구 낙성대로 70,37.47198868,126.9584274,2017-05-26,10,,LCD
02135,신림역 5번출구,관악구,서울특별시 관악구 남부순환로 지하 1614,37.48440933,126.9289093,2017-05-12,9,,LCD
02136,신림역 8번출구,관악구,서울특별시 관악구 신림로 340,37.48450851,126.930069,2017-09-01,8,,LCD
02137,KT&G 관악지점,관악구,서울특별시 관악구 남부순환로 1675,37.48490143,126.9365311,2017-05-26,10,,LCD
02139,서울신성초등학교,관악구,서울특별시 관악구 신림로 114,37.4711647,126.9370194,2017-08-21,10,,LCD
02140,신림1교 교차로,관악구,서울특별시 관악구 신림로 270,37.47842789,126.9318619,2020-11-05,,20,QR
02141,미림여고입구 교차로,관악구,서울특별시 관악구 신림로 137,37.47229385,126.9334106,2017-06-22,8,,LCD
02143,서울산업정보학교,관악구,서울특별시 관악구 신림로 67,37.4706955,126.9421997,2017-06-22,10,,LCD
02144,난우길입구,관악구,서울특별시 관악구 문성로 115,37.47777557,126.9167557,2017-05-12,15,,LCD
02145,은천초등학교 육교,관악구,서울특별시 관악구 은천로 69,37.48635864,126.9429245,2017-05-26,12,,LCD
02148,낙성대역 3번출구 뒤,관악구,서울특별시 관악구 남부순환로 지하 1928,37.47702789,126.9633942,2017-06-22,10,,LCD
02156,신림푸르지오아파트,관악구,서울특별시 금천구 남부순환로 1428,37.48072052,126.9093247,2017-08-21,12,,LCD
02159,인헌초교,관악구,서울특별시 관악구 봉천동 244-1 ,37.47509003,126.9592285,2017-11-01,10,,LCD
02164,관악우체국,관악구,서울특별시 관악구 남부순환로 1641,37.48476791,126.9328766,2017-11-28,8,,LCD
02165,JK장평타워,관악구,서울특별시 관악구 남부순환로 1943,37.47648239,126.9653626,2017-11-28,10,,LCD
02167,낙성대역 1번출구,관악구,서울특별시 관악구 남부순환로 1944,37.47629547,126.9649582,2017-11-28,12,,LCD
02169,봉천역 2번출구,관악구,서울특별시 관악구 남부순환로 1728,37.48218918,126.942131,2017-11-28,7,,LCD
02170,조원동서울본병원,관악구,서울특별시 관악구 남부순환로 1451,37.48152924,126.9120331,2017-11-28,10,,LCD
02171,서울대입구역 5번출구,관악구,서울특별시 관악구 남부순환로 1817,37.48154831,126.9520035,2017-11-28,17,,LCD
02172,나들목공원,관악구,서울특별시 관악구 신림로 41,37.46940613,126.9445114,2017-11-28,15,,LCD
02173,당곡사거리,관악구,서울특별시 관악구 보라매로 3,37.48974991,126.9274674,2017-11-28,10,,LCD
02174,삼성디지털프라자관악점,관악구,서울특별시 관악구 신림로 386,37.48856354,126.9284821,2017-11-28,10,,LCD
02175,신림동걷고싶은문화의거리입구,관악구,서울특별시 관악구 신림로 369,37.48730087,126.9287033,2017-11-28,10,,LCD
02176,보라매공원 보도육교,관악구,서울특별시 관악구 신사로 132,37.48899078,126.9163818,2017-12-22,15,,LCD
02177,신대방역 2번 출구,관악구,신림동 신대방역 2번출구,37.48712921,126.9130173,2018-09-12,19,,LCD
02178,서울대학교 정문,관악구,신림동 56-1,37.46709442,126.9493256,2018-10-11,20,,LCD
02179,양녕로 입구,관악구,남부순환로 1761,37.48218918,126.9461594,2018-11-02,7,,LCD
02183,동방1교,관악구,신림로 144,37.47182846,126.9339218,2018-12-14,20,,LCD
02184,구암초등학교 버스정류장,관악구,관악구 봉천동 490-9,37.48949051,126.9459229,2018-11-22,10,,LCD
02185,대학동 고시촌,관악구,서울특별시 관악구 신림로 97 밀라트,37.47046661,126.938652,2019-09-26,10,,LCD
02186,낙성대입구삼거리,관악구,남부순환로 1889,37.4788208,126.95961,2020-04-29,,15,QR
02187,현대시장사거리,관악구,은천로 110,37.4867363,126.9475174,2020-04-27,,15,QR
02189,봉천역 4번출구,관악구,남부순환로 1719,37.48275375,126.9414063,2020-04-29,,15,QR
02190,도원맨션,관악구,남부순환로 1699,37.48368835,126.9391556,2020-04-30,,12,QR
02191,대학동주민센터 ,관악구,신림로 115,37.47068787,126.9364853,2020-04-28,,10,QR
02195,은천교회,관악구,남부순환로 1654,37.48464584,126.9345093,2020-04-27,,15,QR
02196,봉천역 3번출구,관악구,남부순환로 1700,37.4833107,126.9390259,2020-04-28,,15,QR
02198,사랑의병원,관악구,남부순환로 1868,37.47946548,126.9569321,2020-04-30,,10,QR
02199,신봉천주유소,관악구,남부순환로 1884,37.47877121,126.9586945,2020-04-30,,8,QR
02201,본마을 정류소 앞,서초구,서울특별시 서초구 본마을2길 2,37.4532814,127.0514832,2017-06-01,20,,LCD
02202,청계산입구역 1번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44893646,127.0543747,2017-06-01,20,,LCD
02203,청계산입구역 2번출구,서초구,서울특별시 서초구 청계산로 지하 179,37.44765854,127.0550156,2017-06-27,10,,LCD
02205,내곡3단지 어린이공원 앞,서초구,서울특별시 서초구 청계산로9길 76,37.45375061,127.0593796,2017-06-01,15,,LCD
02206,언남초등학교 앞,서초구,서울특별시 서초구 헌릉로8길 42,37.45435715,127.0621033,2017-06-01,20,,LCD
02207,내곡파출소 뒤 정자,서초구,서울특별시 서초구 헌릉로 226,37.45440674,127.0649262,2017-06-27,9,,LCD
02210,반포1동 주민센터 앞,서초구,서울특별시 서초구 사평대로 지하 285,37.50509644,127.0131073,2017-06-01,10,,LCD
02211,서초구립반포도서관 앞,서초구,서울특별시 서초구 고무래로 34,37.50263596,127.0123138,2017-06-27,10,,LCD
02212,서초현대4차아파트 201동 맞은편,서초구,서울특별시 서초구 고무래로 94,37.50065231,127.0186157,2017-06-01,14,,LCD
02213,고속터미널역 5번출구 앞,서초구,서울특별시 서초구 신반포로 지하 188,37.5022316,127.0022583,2017-06-01,20,,LCD
02214,신반포역 2번출구 앞,서초구,서울특별시 서초구 신반포로 지하 105,37.50411606,126.9974899,2017-06-01,15,,LCD
02215,반포종합운동장 입구,서초구,서울특별시 서초구 신반포로16길 30,37.5017128,126.9954758,2017-06-27,10,,LCD
02217,아크로리버뷰 부지 앞,서초구,서초구 잠원동 78,37.51304626,127.0059586,2017-06-01,20,,LCD
02219,"고속터미널역 8-1번, 8-2번 출구 사이",서초구,서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444,2017-06-01,20,,LCD
02220,반포본동 주민센터 앞,서초구,서울특별시 서초구 신반포로 10,37.50061417,126.9861603,2017-06-01,10,,LCD
02221,방일초교 마을버스 정류장,서초구,서울특별시 서초구 방배로 110,37.48561096,126.9946823,2017-06-01,15,,LCD
02222,사당역 12번출구 뒤,서초구,서울특별시 동작구 동작대로 지하 3,37.47806931,126.9820328,2017-06-01,10,,LCD
02223,방배래미안 정문 앞,서초구,서울특별시 서초구 남부순환로 2183,37.47261047,126.9830093,2017-06-01,15,,LCD
02225,백석예술대학교 제3캠퍼스 앞,서초구,서울특별시 서초구 방배로9길 23,37.4737587,126.9952469,2017-06-01,15,,LCD
02226,신동아럭스빌아파트 앞,서초구,서울특별시 서초구 방배로1길 9,37.47518158,127.0013886,2017-06-01,11,,LCD
02227,방배열린문화센터 앞,서초구,서울특별시 서초구 서초대로 지하 103,37.48905182,126.9925232,2017-06-01,15,,LCD
02228,뒷벌공원 옆,서초구,서울특별시 서초구 방배중앙로 131,37.48976898,126.986763,2021-10-14,,10,QR
02229,로고스교회 맞은 편,서초구,서울특별시 서초구 방배천로 126,37.48701096,126.9849625,2017-06-01,10,,LCD
02230,이수역 4번 출구,서초구,서울특별시 동작구 사당로 지하 310,37.4858284,126.9826279,2017-06-01,20,,LCD
02231,삼성타운(삼성생명) A동 맞은편,서초구,서울특별시 서초구 서초대로 405,37.49691391,127.0249634,2017-06-01,19,,LCD
02233,서초신동아1차아파트 옆,서초구,서울특별시 서초구 효령로36길 22,37.49111176,127.0229569,2017-06-01,13,,LCD
02235,KT 서초지사 앞,서초구,서울특별시 서초구 사평대로 73,37.48215866,127.0027008,2017-06-01,10,,LCD
02237,서울남부터미널 대합실 입구,서초구,서울특별시 서초구 서초중앙로 지하 31,37.48455811,127.0148697,2017-06-01,20,,LCD
02239,교대역 6번출구,서초구,서울특별시 서초구 서초대로 지하 294,37.49421692,127.0137863,2017-06-01,10,,LCD
02241,양재전화국 사거리,서초구,서울특별시 강남구 논현로 201,37.48537827,127.0417023,2017-06-01,6,,LCD
02242,양재역 11번 출구 앞,서초구,서울특별시 서초구 남부순환로 지하 2585,37.48398972,127.0341797,2017-06-01,20,,LCD
02243,서울가정법원,서초구,서울특별시 서초구 강남대로 193,37.48149109,127.0367279,2017-06-01,15,,LCD
02244,교육개발원입구 교차로,서초구,서울특별시 서초구 바우뫼로1길 35,37.47785187,127.0389099,2020-10-28,,20,QR
02245,양재초등학교 맞은편,서초구,서울특별시 서초구 바우뫼로18길 14,37.47361374,127.03051,2017-06-01,20,,LCD
02246,서울시 품질시험소 앞,서초구,서울특별시 서초구 태봉로 131,37.46920013,127.029007,2021-10-29,,10,QR
02247,섬들근린공원,서초구,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619,2017-06-01,30,,LCD
02248,서초리슈빌S 글로벌 앞,서초구,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421,2017-06-27,10,,LCD
02249,우솔초등학교 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481,2017-06-22,10,,LCD
02250,서초유치원 맞은편,서초구,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888,2017-06-22,10,,LCD
02251,더케이호텔 입구(양재2),서초구,서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772,2017-06-13,10,,LCD
02252,잔디마을 마을버스 정류장,서초구,서울특별시 서초구 매헌로 16,37.46332169,127.0360413,2017-06-24,,25,QR
02255,시민의숲역 1번출구 옆,서초구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862,2017-06-01,25,,LCD
02256,양재동 꽃시장 입구,서초구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595,2021-12-21,,10,QR
02257,청계산 입구 삼거리,서초구,서울특별시 서초구 청계산로 10,37.46268845,127.0461121,2017-06-01,10,,LCD
02258,구룡사 삼거리,서초구,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905,2017-06-01,20,,LCD
02259,잠원역 3번-4번 출구사이,서초구,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771,2017-06-13,15,,LCD
02262,한신16차아파트 119동 앞,서초구,서울특별시 서초구 나루터로4길 60,37.5161972,127.0092087,2017-06-01,25,,LCD
02263,바우뫼문화복지회관,서초구,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402,2017-06-22,20,,LCD
02264,이수역 1번출구,서초구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194,2017-06-22,9,,LCD
02265,이수고가차도 남단,서초구,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627,2017-08-09,10,,LCD
02266,서초역 3번출구,서초구,서울특별시 서초동 1748-14,37.49053955,127.0081635,2017-11-01,15,,LCD
02268,서초4동주민센터,서초구,서울특별시 서초동 1389,37.50231934,127.0222702,2017-11-01,10,,LCD
02269,주홍교 하부,서초구,서울특별시 잠원동 91-29,37.51034927,127.0160523,2017-11-01,15,,LCD
02270,서초포레스타 7단지,서초구,서울특별시 신원동 266,37.44896698,127.0577393,2017-11-01,10,,LCD
02271,내방역 8번출구 앞,서초구,서울특별시 서초구 방배로 162,37.48802185,126.9941177,2017-11-01,8,,LCD
02272,교대입구 교차로,서초구,서울특별시 서초동 1748-33,37.4873085,127.010582,2017-11-01,10,,LCD
02273,일동제약 사거리,서초구,서울특별시 양재동 67-12,37.47782898,127.038269,2017-11-01,10,,LCD
02274,양재시민의숲역 3번출구,서초구,서울특별시 양재동 316-11,37.46965027,127.0396118,2017-11-01,10,,LCD
02275,염곡치안센터 건너편,서초구,서울특별시 염곡동 260-1,37.46157837,127.0487976,2017-11-01,10,,LCD
02276,영동1교 (양재천근린공원),서초구,서울특별시 양재동 261-23,37.47438812,127.0389023,2017-11-01,15,,LCD
02277,길마중4교 하부,서초구,서울특별시 잠원동 84-3,37.51483917,127.0156021,2017-11-01,,10,QR
02279,교대역 5번출구뒤,서초구,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183,2017-11-28,10,,LCD
02280,서울서초고용센터앞,서초구,서울특별시 서초구 반포대로 43,37.48416138,127.0109711,2018-09-20,10,,LCD
02281,연세사랑병원신관앞,서초구,서울특별시 서초구 효령로 10,37.47597885,126.9862824,2017-11-28,7,,LCD
02282,방배래미안아트힐 101동앞,서초구,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365,2017-11-28,10,,LCD
02283,그룹한빌딩옆,서초구,서울특별시 서초구 서초대로 62,37.48652649,126.9891663,2017-11-28,10,,LCD
02284,CJ오쇼핑앞,서초구,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012,2017-11-28,15,,LCD
02285,LH서초3단지 301동 맞은편,서초구,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517,2017-11-28,10,,LCD
02286,탑성마을입구,서초구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853,2017-11-28,10,,LCD
02287,능안마을입구,서초구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005,2017-11-28,10,,LCD
02288,안골마을입구,서초구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531,2017-11-28,10,,LCD
02289,남태령역 2번출구,서초구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254,2017-11-28,10,,LCD
02293,SPC 앞,서초구,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949,2017-12-22,10,,LCD
02294,두상빌딩 앞,서초구,서울특별시 서초구 언남길 87,37.47590637,127.0462418,2017-12-22,15,,LCD
02297,남부터미널역 1번출구,서초구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226,2018-02-26,10,,LCD
02298,래미안서초스위트앞,서초구,서울특별시 서초구 서운로 221,37.50241089,127.0216065,2018-02-26,12,,LCD
02299,한전아트센터 앞,서초구,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609,2018-10-17,12,,LCD
02301,현대고등학교 건너편,강남구,서울특별시 강남구 압구정로 134,37.52407074,127.0217896,2017-06-13,10,,LCD
02302,교보타워 버스정류장(신논현역 3번출구 후면),강남구,서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767,2017-06-13,10,,LCD
02303,논현역 7번출구,강남구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615,2017-06-13,15,,LCD
02304,대현그린타워 앞,강남구,서울특별시 강남구 언주로 626,37.5116272,127.0356522,2017-06-13,,10,QR
02305,MCM 본사 직영점 앞,강남구,서울특별시 강남구 언주로 734,37.52064133,127.0345078,2017-06-13,6,,LCD
02306,압구정역 2번 출구 옆,강남구,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717,2017-06-13,30,,LCD
02307,압구정 한양 3차 아파트,강남구,서울특별시 강남구 압구정로 321,37.52838135,127.0390167,2017-06-13,10,,LCD
02308,압구정파출소 앞,강남구,서울특별시 강남구 압구정로 311,37.52930069,127.0355988,2017-06-13,14,,LCD
02309,청담역(우리들병원 앞),강남구,서울특별시 강남구 학동로 443,37.51890182,127.0493851,2017-06-13,10,,LCD
02310,청담동 맥도날드 옆(위치),강남구,서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764,2017-06-13,10,,LCD
02311,학동로 래미안 아파트 앞,강남구,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222,2017-06-13,10,,LCD
02312,청담역 13번 출구 앞,강남구,서울특별시 강남구 영동대로 703,37.52058029,127.0563278,2017-06-13,10,,LCD
02313,금원빌딩 앞,강남구,서울특별시 강남구 도산대로 539,37.52511597,127.0524674,2017-06-13,10,,LCD
02314,청담나들목입구,강남구,서울특별시 강남구 영동대로128길 59,37.52127457,127.0610352,2017-06-13,10,,LCD
02315,봉은사역 5번출구 옆,강남구,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191,2017-06-13,10,,LCD
02316,삼성역 8번출구,강남구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079,2017-06-13,20,,LCD
02317,삼성도로공원,강남구,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003,2017-06-13,10,,LCD
02318,삼성중앙역4번출구(문화센터더 리빌),강남구,서울특별시 강남구 봉은사로 531,37.51357651,127.0550308,2017-06-13,12,,LCD
02319,포스코사거리 서측(수협 삼성동 지점),강남구,서울특별시 강남구 테헤란로 435,37.50660706,127.0546799,2017-06-13,10,,LCD
02320,도곡역 대치지구대 방향,강남구,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.0569687,2017-06-13,10,,LCD
02321,학여울역 사거리,강남구,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.0694428,2017-06-13,10,,LCD
02322,삼성역 3번 출구,강남구,서울특별시 강남구 테헤란로 534,37.50809097,127.0631027,2017-06-13,15,,LCD
02323,주식회사 오뚜기 정문 앞,강남구,서울특별시 강남구 영동대로 308,37.50221252,127.0672073,2017-06-13,10,,LCD
02324,천주교 대치 2동 교회 옆,강남구,서울특별시 강남구 도곡로 540,37.50043869,127.0662231,2017-06-13,10,,LCD
02325,대치삼성아파트 앞 교차로,강남구,서울특별시 강남구 도곡로 447,37.4986496,127.0593185,2017-06-13,10,,LCD
02326,대치동 삼성로,강남구,서울특별시 강남구 삼성로 350,37.50239563,127.0587997,2017-06-13,10,,LCD
02327,뱅뱅사거리 랜드마크타워 앞,강남구,서울특별시 강남구 강남대로 308,37.49055099,127.0314636,2017-06-13,15,,LCD
02328,르네상스 호텔 사거리 역삼지하보도 7번출구 앞,강남구,서울특별시 강남구 언주로 506,37.50321198,127.0427322,2017-06-13,10,,LCD
02329,르네상스호텔사거리 역삼지하보도 2번출구,강남구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319,2017-06-13,10,,LCD
02330,역삼월드메르디앙아파트 앞,강남구,서울특별시 강남구 도곡로 183,37.49219894,127.0394592,2017-06-13,10,,LCD
02331,동영문화센터앞,강남구,서울특별시 강남구 언주로 337,37.49805069,127.0446014,2017-06-13,10,,LCD
02332,선릉역3번출구,강남구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799,2017-06-13,15,,LCD
02333,양재역 3번출구 주변,강남구,서울특별시 강남구 강남대로 240,37.48515701,127.0340729,2017-06-13,15,,LCD
02334,삼호아파트 2동 ( 간선도로),강남구,서울특별시 강남구 선릉로 지하 228,37.49375916,127.0458984,2017-06-13,12,,LCD
